created_on,privilege,granted_on,name,granted_to,grantee_name,grant_option,granted_by
2024-06-17 10:21:51.020 -0700,OWNERSHIP,FUNCTION,"TEST_UPLAND_SILVER_DB.CALCULATION.""GET_INSURED_ADDRESS_MATCHES(INSURED_ADDRESS_INPUT VARCHAR, MATCH_INDEX_INPUT NUMBER):TABLE: (INSURED_PRIMARY_UID VARCHAR, INSURED_NAME VARCHAR, INSURED_ADDRESS_1 VARCHAR, INSURED_CITY VARCHAR, INSURED_STATE VARCHAR, INSURED_ZIP VARCHAR, TAX_ID VARCHAR, DOT_NUMBER VARCHAR, INSURED_PHONE VARCHAR, INSURED_ALTERNATE_NAME_CODE VARCHAR, INSURED_ALTERNATE_NAME VARCHAR, MATCH_VALUE NUMBER)""",ROLE,SYSADMIN,true,SYSADMIN
2024-06-17 10:21:51.075 -0700,OWNERSHIP,FUNCTION,"TEST_UPLAND_SILVER_DB.CALCULATION.""GET_INSURED_ALTERNATE_NAME_MATCHES(INSURED_ALTERNATE_NAME_INPUT VARCHAR, MATCH_INDEX_INPUT NUMBER):TABLE: (INSURED_PRIMARY_UID VARCHAR, INSURED_NAME VARCHAR, INSURED_ADDRESS_1 VARCHAR, INSURED_CITY VARCHAR, INSURED_STATE VARCHAR, INSURED_ZIP VARCHAR, TAX_ID VARCHAR, DOT_NUMBER VARCHAR, INSURED_PHONE VARCHAR, INSURED_ALTERNATE_NAME_CODE VARCHAR, INSURED_ALTERNATE_NAME VARCHAR, MATCH_VALUE NUMBER)""",ROLE,SYSADMIN,true,SYSADMIN
2024-06-17 10:21:51.133 -0700,OWNERSHIP,FUNCTION,"TEST_UPLAND_SILVER_DB.CALCULATION.""GET_INSURED_NAME_MATCHES(INSURED_NAME_INPUT VARCHAR, MATCH_INDEX_INPUT NUMBER):TABLE: (INSURED_PRIMARY_UID VARCHAR, INSURED_NAME VARCHAR, INSURED_ADDRESS_1 VARCHAR, INSURED_CITY VARCHAR, INSURED_STATE VARCHAR, INSURED_ZIP VARCHAR, TAX_ID VARCHAR, DOT_NUMBER VARCHAR, INSURED_PHONE VARCHAR, INSURED_ALTERNATE_NAME_CODE VARCHAR, INSURED_ALTERNATE_NAME VARCHAR, MATCH_VALUE NUMBER)""",ROLE,SYSADMIN,true,SYSADMIN
2024-06-17 10:21:51.247 -0700,OWNERSHIP,FUNCTION,"TEST_UPLAND_SILVER_DB.CALCULATION.""GET_INSURED_PHONE_MATCHES(INSURED_PHONE_INPUT VARCHAR, MATCH_INDEX_INPUT NUMBER):TABLE: (INSURED_PRIMARY_UID VARCHAR, INSURED_NAME VARCHAR, INSURED_ADDRESS_1 VARCHAR, INSURED_CITY VARCHAR, INSURED_STATE VARCHAR, INSURED_ZIP VARCHAR, TAX_ID VARCHAR, DOT_NUMBER VARCHAR, INSURED_PHONE VARCHAR, INSURED_ALTERNATE_NAME_CODE VARCHAR, INSURED_ALTERNATE_NAME VARCHAR, MATCH_VALUE NUMBER)""",ROLE,SYSADMIN,true,SYSADMIN
2024-06-17 10:21:51.289 -0700,OWNERSHIP,FUNCTION,"TEST_UPLAND_SILVER_DB.CALCULATION.""GET_INSURED_SUBMISSION_QUOTE_POLICY_CLAIM_SUMMARY(INSURED_PRIMARY_UID_INPUT VARCHAR):TABLE: (INSURED_PRIMARY_UID VARCHAR, INSURED_PRIMARY_NAME VARCHAR, SUBMISSION_NUMBER VARCHAR, SUBMISSION_ADDED_DATE VARCHAR, SUBMISSION_PROPOSED_EFFECTIVE_DATE VARCHAR, SUBMISSION_PROPOSED_EXPIRATION_DATE VARCHAR, SUBMISSION_INTERNAL_STATUS VARCHAR, SUBMISSION_STATUS_CODE VARCHAR, SUBMISSION_PROGRAM_CODE VARCHAR, SUBMISSION_SOURCE VARCHAR, BROKER_CONTACT_NAME VARCHAR, QUOTE_STATUS VARCHAR, QUOTE_PREMIUM NUMBER, TOTAL_PREMIUM_AND_FEES NUMBER, POLICY_NUMBER VARCHAR, POLICY_LINE_OF_BUSINESS VARCHAR, POLICY_PROGRAM_CODE VARCHAR, POLICY_EFFECTIVE_DATE VARCHAR, POLICY_EXPIRATION_DATE VARCHAR, POLICY_STATUS_CODE VARCHAR, UNDERWRITER_NAME VARCHAR, CLAIM_NUMBER VARCHAR, CLAIM_RECEIVED_DATE VARCHAR, CLAIM_CLOSE_DATE VARCHAR)""",ROLE,SYSADMIN,true,SYSADMIN
2024-06-17 10:21:51.332 -0700,OWNERSHIP,FUNCTION,"TEST_UPLAND_SILVER_DB.CALCULATION.""GET_INSURED_TAX_ID_MATCHES(INSURED_TAX_ID_INPUT VARCHAR, MATCH_INDEX_INPUT NUMBER):TABLE: (INSURED_PRIMARY_UID VARCHAR, INSURED_NAME VARCHAR, INSURED_ADDRESS_1 VARCHAR, INSURED_CITY VARCHAR, INSURED_STATE VARCHAR, INSURED_ZIP VARCHAR, TAX_ID VARCHAR, DOT_NUMBER VARCHAR, INSURED_PHONE VARCHAR, INSURED_ALTERNATE_NAME_CODE VARCHAR, INSURED_ALTERNATE_NAME VARCHAR, MATCH_VALUE NUMBER)""",ROLE,SYSADMIN,true,SYSADMIN
2025-06-09 11:57:44.654 -0700,OWNERSHIP,FUNCTION,"TEST_UPLAND_SILVER_DB.CALCULATION.""GET_POLICY_MATCHES(search_term_input VARCHAR):TABLE: (SEARCH_TERM VARCHAR, POLICY_STATUS VARCHAR, POLICY_NUMBER VARCHAR, POLICY_UID VARCHAR, POLICY_EFFECTIVE_DATE VARCHAR, POLICY_EXPIRATION_DATE VARCHAR, LOB VARCHAR, POLICY_US_STATE VARCHAR, INSURED_PRIMARY_UID VARCHAR, INSURED_PRIMARY_NAME VARCHAR, INSURED_PRIMARY_EMAIL_ADDRESS VARCHAR, INSURED_PRIMARY_ADDRESS_1 VARCHAR, INSURED_PRIMARY_ADDRESS_2 VARCHAR, INSURED_PRIMARY_ZIP VARCHAR, INSURED_PRIMARY_CITY VARCHAR, INSURED_PRIMARY_STATE VARCHAR, INSURED_PRIMARY_BUSINESS_PHONE VARCHAR, INSURED_PRIMARY_BUSINESS_TYPE VARCHAR, LIMIT_PER_PERSON NUMBER, LIMIT_PER_INCIDENT NUMBER, BROKER_NAME VARCHAR, BROKER_EMAIL_ADDRESS VARCHAR, BROKER_PHONE VARCHAR, DEDUCTIBLE_BASIS VARCHAR, DEDUCTIBLE_TYPE VARCHAR, DEDUCTIBLE_AMOUNT NUMBER, ATTACHMENT_POINT NUMBER, SUB_ORGANIZATION_EXTERNAL_ID VARCHAR, IS_REINSURANCE VARCHAR, REINSURANCE_TYPE VARCHAR)""",ROLE,SYSADMIN,true,SYSADMIN
2024-06-14 10:54:53.170 -0700,OWNERSHIP,INSTANCE,UPLAND_DATA_LAB.XTL_PREMIUM_FORECAST.XTL_PREMIUM_FORECAST_MODEL,ROLE,SYSADMIN,true,SYSADMIN
2025-05-14 13:21:13.259 -0700,OWNERSHIP,INTEGRATION,AZST_FIVESIGMA_DEV_INT,ROLE,SYSADMIN,true,SYSADMIN
2025-05-27 09:40:11.244 -0700,OWNERSHIP,INTEGRATION,AZST_FIVESIGMA_PROD_INT,ROLE,SYSADMIN,true,SYSADMIN
2024-10-02 08:54:04.034 -0700,USAGE,INTEGRATION,AZURE_STORAGE_NETADJ,ROLE,SYSADMIN,false,ACCOUNTADMIN
2024-09-11 14:28:14.938 -0700,USAGE,INTEGRATION,AZURE_STORAGE_OMS,ROLE,SYSADMIN,false,ACCOUNTADMIN
2024-05-29 10:25:29.497 -0700,USAGE,INTEGRATION,DATA_ENGINEERING_ALERT_INTEGRATION,ROLE,SYSADMIN,false,ACCOUNTADMIN
2025-03-31 16:24:25.062 -0700,OWNERSHIP,INTEGRATION,EXTERNAL_ENTRA_OAUTH_INTEGRATION,ROLE,SYSADMIN,true,SYSADMIN
2025-02-27 09:29:41.910 -0800,USAGE,INTEGRATION,LORO_TEST_EAI,ROLE,SYSADMIN,false,ACCOUNTADMIN
2024-06-11 11:03:03.722 -0700,OWNERSHIP,NETWORK_RULE,DEV_UPLAND_BRONZE_DB.MICROSOFT_GRAPH_API.API_NETWORK_RULE,ROLE,SYSADMIN,true,SYSADMIN
2025-03-31 16:12:09.578 -0700,OWNERSHIP,NETWORK_RULE,UPLAND_MAINTENANCE.SECURITY.AZURE_AUTO_ALLOWLIST,ROLE,SYSADMIN,true,SYSADMIN
2025-02-27 09:12:02.560 -0800,OWNERSHIP,NETWORK_RULE,UPLAND_MAINTENANCE.SECURITY.LORO_EGRESS_RULE,ROLE,SYSADMIN,true,SYSADMIN
2025-03-14 13:44:54.883 -0700,OWNERSHIP,NETWORK_RULE,UPLAND_MAINTENANCE.SECURITY.SIGMA_COMPUTING,ROLE,SYSADMIN,true,SYSADMIN
2024-07-09 09:31:42.177 -0700,OWNERSHIP,NOTEBOOK,"UPLAND_DATA_LAB.ASTEWARDSON.""Claim Loss Triangles""",ROLE,SYSADMIN,true,SYSADMIN
2025-06-11 21:33:10.614 -0700,OWNERSHIP,PROCEDURE,"DEV_UPLAND_BRONZE_DB.FIVESIGMA.""FIVESIGMA_CSV_IMPORT_DEV():NUMBER(38,0)""",ROLE,SYSADMIN,true,SYSADMIN
2025-01-03 12:44:47.840 -0800,OWNERSHIP,PROCEDURE,"DEV_UPLAND_BRONZE_DB.MICROSOFT_GRAPH_API.""UPSERT_OUTLOOK_SUBMISSION_UAT_INBOX():VARCHAR(16777216)""",ROLE,SYSADMIN,true,SYSADMIN
2025-06-13 08:50:11.741 -0700,OWNERSHIP,PROCEDURE,"DEV_UPLAND_SILVER_DB.CALCULATION.""GET_NEW_CLAIMS_ON_INSURED_PROC(DATE_INPUT DATE):TABLE: (INSURED_UID VARCHAR, CLAIM_ENTRY_DATE DATE)""",ROLE,SYSADMIN,true,SYSADMIN
2025-06-13 08:45:14.989 -0700,OWNERSHIP,PROCEDURE,"DEV_UPLAND_SILVER_DB.CALCULATION.""GET_NEW_CLAIMS_ON_INSURED_PROC(DATE_INPUT VARCHAR):TABLE: (INSURED_UID VARCHAR, CLAIM_ENTRY_DATE VARCHAR)""",ROLE,SYSADMIN,true,SYSADMIN
2025-06-09 15:37:18.685 -0700,OWNERSHIP,PROCEDURE,"DEV_UPLAND_SILVER_DB.CALCULATION.""GET_POLICY_MATCHES_PROC(SEARCH_TERM_INPUT VARCHAR):TABLE: (SEARCH_TERM VARCHAR, POLICY_STATUS VARCHAR, POLICY_NUMBER VARCHAR, POLICY_UID VARCHAR, POLICY_EFFECTIVE_DATE VARCHAR, POLICY_EXPIRATION_DATE VARCHAR, LOB VARCHAR, POLICY_US_STATE VARCHAR, INSURED_PRIMARY_UID VARCHAR, INSURED_PRIMARY_NAME VARCHAR, INSURED_PRIMARY_EMAIL_ADDRESS VARCHAR, INSURED_PRIMARY_ADDRESS_1 VARCHAR, INSURED_PRIMARY_ADDRESS_2 VARCHAR, INSURED_PRIMARY_ZIP VARCHAR, INSURED_PRIMARY_CITY VARCHAR, INSURED_PRIMARY_STATE VARCHAR, INSURED_PRIMARY_BUSINESS_PHONE VARCHAR, INSURED_PRIMARY_BUSINESS_TYPE VARCHAR, LIMIT_PER_PERSON NUMBER, LIMIT_PER_INCIDENT NUMBER, BROKER_NAME VARCHAR, BROKER_EMAIL_ADDRESS VARCHAR, BROKER_PHONE VARCHAR, DEDUCTIBLE_BASIS VARCHAR, DEDUCTIBLE_TYPE VARCHAR, DEDUCTIBLE_AMOUNT NUMBER, ATTACHMENT_POINT NUMBER, SUB_ORGANIZATION_EXTERNAL_ID VARCHAR, IS_REINSURANCE VARCHAR, REINSURANCE_TYPE VARCHAR)""",ROLE,SYSADMIN,true,SYSADMIN
2025-06-10 11:10:55.705 -0700,OWNERSHIP,PROCEDURE,"PROD_UPLAND_BRONZE_DB.FIVESIGMA.""FIVESIGMA_CSV_IMPORT_PROD():NUMBER(38,0)""",ROLE,SYSADMIN,true,SYSADMIN
2024-10-17 11:30:43.829 -0700,OWNERSHIP,PROCEDURE,"PROD_UPLAND_BRONZE_DB.NETWORK_ADJUSTERS.""SP_EXECUTE_NETADJ_CLAIM_NOTES_FILE_IMPORT(NAME VARCHAR, FILENAME VARCHAR):VARCHAR(16777216)""",ROLE,SYSADMIN,true,SYSADMIN
2024-10-17 11:30:52.520 -0700,USAGE,PROCEDURE,"PROD_UPLAND_BRONZE_DB.NETWORK_ADJUSTERS.""SP_EXECUTE_NETADJ_CLAIM_NOTES_FILE_IMPORT(NAME VARCHAR, FILENAME VARCHAR):VARCHAR(16777216)""",ROLE,SYSADMIN,false,SYSADMIN
2024-10-17 11:04:37.939 -0700,OWNERSHIP,PROCEDURE,"PROD_UPLAND_BRONZE_DB.NETWORK_ADJUSTERS.""SP_EXECUTE_NETADJ_FILE_IMPORT(NAME VARCHAR, FILENAME VARCHAR):VARCHAR(16777216)""",ROLE,SYSADMIN,true,SYSADMIN
2024-10-17 11:04:59.243 -0700,USAGE,PROCEDURE,"PROD_UPLAND_BRONZE_DB.NETWORK_ADJUSTERS.""SP_EXECUTE_NETADJ_FILE_IMPORT(NAME VARCHAR, FILENAME VARCHAR):VARCHAR(16777216)""",ROLE,SYSADMIN,false,SYSADMIN
2024-09-14 19:26:19.759 -0700,USAGE,PROCEDURE,"PROD_UPLAND_GOLD_DB.CLAIM_MART.""SP_LOSS_RUN_MAT_UPDATE():VARCHAR(256)""",ROLE,SYSADMIN,false,ACCOUNTADMIN
2025-06-09 15:34:53.909 -0700,OWNERSHIP,PROCEDURE,"TEST_UPLAND_SILVER_DB.CALCULATION.""GET_POLICY_MATCHES_PROC(SEARCH_TERM_INPUT VARCHAR):TABLE: (SEARCH_TERM VARCHAR, POLICY_STATUS VARCHAR, POLICY_NUMBER VARCHAR, POLICY_UID VARCHAR, POLICY_EFFECTIVE_DATE VARCHAR, POLICY_EXPIRATION_DATE VARCHAR, LOB VARCHAR, POLICY_US_STATE VARCHAR, INSURED_PRIMARY_UID VARCHAR, INSURED_PRIMARY_NAME VARCHAR, INSURED_PRIMARY_EMAIL_ADDRESS VARCHAR, INSURED_PRIMARY_ADDRESS_1 VARCHAR, INSURED_PRIMARY_ADDRESS_2 VARCHAR, INSURED_PRIMARY_ZIP VARCHAR, INSURED_PRIMARY_CITY VARCHAR, INSURED_PRIMARY_STATE VARCHAR, INSURED_PRIMARY_BUSINESS_PHONE VARCHAR, INSURED_PRIMARY_BUSINESS_TYPE VARCHAR, LIMIT_PER_PERSON NUMBER, LIMIT_PER_INCIDENT NUMBER, BROKER_NAME VARCHAR, BROKER_EMAIL_ADDRESS VARCHAR, BROKER_PHONE VARCHAR, DEDUCTIBLE_BASIS VARCHAR, DEDUCTIBLE_TYPE VARCHAR, DEDUCTIBLE_AMOUNT NUMBER, ATTACHMENT_POINT NUMBER, SUB_ORGANIZATION_EXTERNAL_ID VARCHAR, IS_REINSURANCE VARCHAR, REINSURANCE_TYPE VARCHAR)""",ROLE,SYSADMIN,true,SYSADMIN
2024-09-12 12:23:46.998 -0700,USAGE,PROCEDURE,"UPLAND_MAINTENANCE.OMS.""SP_GET_SF_TABLES():VARCHAR(100)""",ROLE,SYSADMIN,false,ACCOUNTADMIN
2024-09-18 09:07:21.659 -0700,USAGE,PROCEDURE,"UPLAND_MAINTENANCE.OMS.""SP_GET_SF_TABLE_ROW_COUNTS():VARCHAR(100)""",ROLE,SYSADMIN,false,ACCOUNTADMIN
2023-12-18 08:04:30.846 -0800,OWNERSHIP,PROCEDURE,"UPLAND_MAINTENANCE.PUBLIC.""CLASSIFY_DATABASE(DATABASE_NAME VARCHAR, RESULT_TABLE VARCHAR):OBJECT""",ROLE,SYSADMIN,true,SYSADMIN
2024-04-11 05:40:25.202 -0700,OWNERSHIP,PROCEDURE,"UPLAND_MAINTENANCE.PUBLIC.""CLASSIFY_SCHEMA(SCHEMA_NAME VARCHAR, RESULT_TABLE VARCHAR):OBJECT""",ROLE,SYSADMIN,true,SYSADMIN
2023-05-02 07:00:55.799 -0700,OWNERSHIP,PROCEDURE,"UPLAND_MAINTENANCE.PUBLIC.""CLONE_PROD_BRONZE_DB_SP():VARCHAR(16777216)""",ROLE,SYSADMIN,true,SYSADMIN
2023-09-01 12:29:21.140 -0700,OWNERSHIP,PROCEDURE,"UPLAND_MAINTENANCE.PUBLIC.""CLONE_PROD_GOLD_DB_SP():VARCHAR(16777216)""",ROLE,SYSADMIN,true,SYSADMIN
2023-09-01 12:28:53.601 -0700,OWNERSHIP,PROCEDURE,"UPLAND_MAINTENANCE.PUBLIC.""CLONE_PROD_SILVER_DB_SP():VARCHAR(16777216)""",ROLE,SYSADMIN,true,SYSADMIN
2025-02-27 13:53:08.589 -0800,OWNERSHIP,PROCEDURE,"UPLAND_MAINTENANCE.SECURITY.""LORO_GET_INVOICES():VARCHAR""",ROLE,SYSADMIN,true,SYSADMIN
2025-02-27 13:59:37.468 -0800,OWNERSHIP,PROCEDURE,"UPLAND_MAINTENANCE.SECURITY.""LORO_GET_POLICYHOLDERS():VARCHAR""",ROLE,SYSADMIN,true,SYSADMIN
2025-05-21 19:40:56.094 -0700,OWNERSHIP,PROCEDURE,"UPLAND_MAINTENANCE.SECURITY.""SP_GRANT_READWRITE_PERMS(RW_DB VARCHAR, RW_SCHEMA VARCHAR, RW_ROLE VARCHAR, ALL_SCHEMAS BOOLEAN):VARCHAR""",ROLE,SYSADMIN,true,SYSADMIN
2025-05-21 19:47:49.176 -0700,USAGE,PROCEDURE,"UPLAND_MAINTENANCE.SECURITY.""SP_GRANT_READWRITE_PERMS(RW_DB VARCHAR, RW_SCHEMA VARCHAR, RW_ROLE VARCHAR, ALL_SCHEMAS BOOLEAN):VARCHAR""",ROLE,SYSADMIN,false,SYSADMIN
2024-09-09 10:51:14.076 -0700,USAGE,PROCEDURE,"UPLAND_MAINTENANCE.SECURITY.""SP_GRANT_READ_PERMS(READ_ONLY_DB VARCHAR, READ_ONLY_SCHEMA VARCHAR, READ_ONLY_ROLE VARCHAR):VARCHAR(256)""",ROLE,SYSADMIN,false,ACCOUNTADMIN
2025-06-12 14:50:44.028 -0700,OWNERSHIP,PROCEDURE,"UPLAND_MAINTENANCE.SECURITY.""SP_RESET_PASSWORD(USERNAME VARCHAR, NEW_PASSWORD VARCHAR):VARCHAR""",ROLE,SYSADMIN,true,SYSADMIN
2025-06-12 14:50:53.593 -0700,OWNERSHIP,PROCEDURE,"UPLAND_MAINTENANCE.SECURITY.""SP_REVOKE_READWRITE_PERMS(RW_DB VARCHAR, RW_SCHEMA VARCHAR, RW_ROLE VARCHAR, ALL_SCHEMAS BOOLEAN):VARCHAR""",ROLE,SYSADMIN,true,SYSADMIN
2025-06-12 14:53:34.969 -0700,OWNERSHIP,PROCEDURE,"UPLAND_MAINTENANCE.SECURITY.""SP_REVOKE_READ_PERMS(READ_ONLY_DB VARCHAR, READ_ONLY_SCHEMA VARCHAR, READ_ONLY_ROLE VARCHAR):VARCHAR(256)""",ROLE,SYSADMIN,true,SYSADMIN
2025-06-12 14:50:59.408 -0700,OWNERSHIP,PROCEDURE,"UPLAND_MAINTENANCE.SECURITY.""SP_SET_PUBLIC_KEY(USERNAME VARCHAR, PUBLIC_KEY VARCHAR):VARCHAR""",ROLE,SYSADMIN,true,SYSADMIN
2025-06-12 14:50:43.409 -0700,OWNERSHIP,PROCEDURE,"UPLAND_MAINTENANCE.SECURITY.""SP_UNLOCK_USER(USERNAME VARCHAR):VARCHAR""",ROLE,SYSADMIN,true,SYSADMIN
2025-04-11 10:40:41.008 -0700,OWNERSHIP,PROCEDURE,"UPLAND_MAINTENANCE.UTIL.""CSV_IMPORT_SP(TABLENAME VARCHAR, FILENAME VARCHAR, FILE_FORMAT_SCHEMA VARCHAR, FILE_FORMAT_COPY VARCHAR, EXTERNAL_STAGE VARCHAR, EXTERNAL_INTEGRATION VARCHAR):VARCHAR""",ROLE,SYSADMIN,true,SYSADMIN
2025-04-11 10:40:46.724 -0700,USAGE,PROCEDURE,"UPLAND_MAINTENANCE.UTIL.""CSV_IMPORT_SP(TABLENAME VARCHAR, FILENAME VARCHAR, FILE_FORMAT_SCHEMA VARCHAR, FILE_FORMAT_COPY VARCHAR, EXTERNAL_STAGE VARCHAR, EXTERNAL_INTEGRATION VARCHAR):VARCHAR""",ROLE,SYSADMIN,false,SYSADMIN
2025-05-14 13:34:31.129 -0700,OWNERSHIP,PROCEDURE,"UPLAND_MAINTENANCE.UTIL.""CSV_IMPORT_SP(TABLENAME VARCHAR, FILENAME VARCHAR, FILE_FORMAT_SCHEMA VARCHAR, FILE_FORMAT_COPY VARCHAR, EXTERNAL_STAGE VARCHAR, EXTERNAL_INTEGRATION VARCHAR, JOB_NAME VARCHAR, IMPORT_LOG VARCHAR):VARCHAR""",ROLE,SYSADMIN,true,SYSADMIN
2025-04-02 13:44:53.343 -0700,USAGE,ROLE,SECURITYVIEWER,ROLE,SYSADMIN,false,ACCOUNTADMIN
2025-03-14 10:03:19.323 -0700,USAGE,ROLE,SIGMA_ROLE,ROLE,SYSADMIN,false,ACCOUNTADMIN
2023-08-15 14:13:51.434 -0700,USAGE,ROLE,UPLAND_ALATION,ROLE,SYSADMIN,false,SECURITYADMIN
2023-03-31 07:32:02.485 -0700,USAGE,ROLE,UPLAND_ANALYST,ROLE,SYSADMIN,false,SECURITYADMIN
2023-08-03 04:27:40.358 -0700,USAGE,ROLE,UPLAND_API_DEV,ROLE,SYSADMIN,false,SECURITYADMIN
2025-04-01 09:17:04.025 -0700,USAGE,ROLE,UPLAND_API_PROD,ROLE,SYSADMIN,false,SECURITYADMIN
2025-04-01 09:16:32.482 -0700,USAGE,ROLE,UPLAND_API_TEST,ROLE,SYSADMIN,false,SECURITYADMIN
2024-06-14 10:54:53.278 -0700,OWNERSHIP,ROLE,UPLAND_DATA_LAB.XTL_PREMIUM_FORECAST.XTL_PREMIUM_FORECAST_MODEL.USER,ROLE,SYSADMIN,true,SYSADMIN
2025-04-04 08:32:23.461 -0700,USAGE,ROLE,UPLAND_FIVESIGMA,ROLE,SYSADMIN,false,SECURITYADMIN
2023-04-12 10:50:18.947 -0700,USAGE,ROLE,UPLAND_INGEST,ROLE,SYSADMIN,false,SECURITYADMIN
2024-06-24 04:16:36.024 -0700,USAGE,ROLE,UPLAND_INSURED_SEARCH,ROLE,SYSADMIN,false,SECURITYADMIN
2023-04-18 14:22:46.771 -0700,USAGE,ROLE,UPLAND_MODEL_RUN,ROLE,SYSADMIN,false,SECURITYADMIN
2023-03-31 07:31:17.318 -0700,USAGE,ROLE,UPLAND_REPORTING,ROLE,SYSADMIN,false,SECURITYADMIN
2023-04-12 14:49:04.211 -0700,USAGE,ROLE,UPLAND_RISK_ANALYTICS,ROLE,SYSADMIN,false,SECURITYADMIN
2023-07-18 12:56:20.785 -0700,USAGE,ROLE,UPLAND_TESTING,ROLE,SYSADMIN,false,SECURITYADMIN
2023-05-08 07:07:54.642 -0700,USAGE,ROLE,UPLAND_TRANSFORMER,ROLE,SYSADMIN,false,SECURITYADMIN
2024-10-28 15:54:37.147 -0700,OWNERSHIP,SCHEMA,DEV_UPLAND_BRONZE_DB.ACTUARIAL_ULT_LR,ROLE,SYSADMIN,true,SYSADMIN
2024-11-08 11:45:03.071 -0800,OWNERSHIP,SCHEMA,DEV_UPLAND_BRONZE_DB.BLUEWIRE,ROLE,SYSADMIN,true,SYSADMIN
2025-04-23 14:04:32.086 -0700,OWNERSHIP,SCHEMA,DEV_UPLAND_BRONZE_DB.DOC_AI_POC,ROLE,SYSADMIN,true,SYSADMIN
2025-05-08 14:30:33.227 -0700,OWNERSHIP,SCHEMA,DEV_UPLAND_BRONZE_DB.FIVESIGMA,ROLE,SYSADMIN,true,SYSADMIN
2025-02-27 08:57:56.071 -0800,OWNERSHIP,SCHEMA,DEV_UPLAND_BRONZE_DB.LORO_TEST,ROLE,SYSADMIN,true,SYSADMIN
2023-12-26 04:50:15.868 -0800,OWNERSHIP,SCHEMA,DEV_UPLAND_BRONZE_DB.MARKETSTANCE,ROLE,SYSADMIN,true,SYSADMIN
2023-12-26 04:56:14.113 -0800,OWNERSHIP,SCHEMA,DEV_UPLAND_BRONZE_DB.MICROSOFT_GRAPH_API,ROLE,SYSADMIN,true,SYSADMIN
2023-12-26 05:04:00.020 -0800,OWNERSHIP,SCHEMA,DEV_UPLAND_BRONZE_DB.NETWORK_ADJUSTERS,ROLE,SYSADMIN,true,SYSADMIN
2023-06-05 11:57:23.387 -0700,OWNERSHIP,SCHEMA,DEV_UPLAND_BRONZE_DB.NETWORK_ADJUSTERS_CLAIM_NOTES,ROLE,SYSADMIN,true,SYSADMIN
2023-05-02 11:50:46.128 -0700,OWNERSHIP,SCHEMA,DEV_UPLAND_BRONZE_DB.NETWORK_ADJUSTERS_MONTH_END_REPORT,ROLE,SYSADMIN,true,SYSADMIN
2023-03-31 08:09:25.275 -0700,OWNERSHIP,SCHEMA,DEV_UPLAND_BRONZE_DB.PUBLIC,ROLE,SYSADMIN,true,SYSADMIN
2025-03-18 16:04:23.583 -0700,OWNERSHIP,SCHEMA,DEV_UPLAND_BRONZE_DB.RAND_TEST,ROLE,SYSADMIN,true,SYSADMIN
2024-11-22 09:16:25.693 -0800,OWNERSHIP,SCHEMA,DEV_UPLAND_BRONZE_DB.RIPRO,ROLE,SYSADMIN,true,SYSADMIN
2025-06-11 13:19:00.755 -0700,OWNERSHIP,SCHEMA,DEV_UPLAND_GOLD_DB.INTEGRATIONS,ROLE,SYSADMIN,true,SYSADMIN
2025-05-12 09:52:31.421 -0700,OWNERSHIP,SCHEMA,DEV_UPLAND_GOLD_DB.ME_POLICY_REPORTING,ROLE,SYSADMIN,true,SYSADMIN
2024-06-17 10:32:01.680 -0700,OWNERSHIP,SCHEMA,DEV_UPLAND_GOLD_DB.PUBLIC,ROLE,SYSADMIN,true,SYSADMIN
2025-03-18 15:57:30.292 -0700,OWNERSHIP,SCHEMA,DEV_UPLAND_GOLD_DB.RAND_TEST,ROLE,SYSADMIN,true,SYSADMIN
2024-06-17 10:27:51.068 -0700,OWNERSHIP,SCHEMA,DEV_UPLAND_SILVER_DB.PUBLIC,ROLE,SYSADMIN,true,SYSADMIN
2024-12-19 09:10:11.126 -0800,OWNERSHIP,SCHEMA,DEV_UPLAND_SILVER_DB.UCG_TESTS,ROLE,SYSADMIN,true,SYSADMIN
2024-11-16 08:26:25.441 -0800,OWNERSHIP,SCHEMA,PROD_UPLAND_BRONZE_DB.BLUEWIRE,ROLE,SYSADMIN,true,SYSADMIN
2025-04-04 08:28:45.522 -0700,OWNERSHIP,SCHEMA,PROD_UPLAND_BRONZE_DB.FIVESIGMA,ROLE,SYSADMIN,true,SYSADMIN
2024-07-05 04:49:04.993 -0700,OWNERSHIP,SCHEMA,PROD_UPLAND_BRONZE_DB.FMCSA,ROLE,SYSADMIN,true,SYSADMIN
2023-11-15 12:32:44.284 -0800,OWNERSHIP,SCHEMA,PROD_UPLAND_BRONZE_DB.MARKETSTANCE,ROLE,SYSADMIN,true,SYSADMIN
2023-05-31 15:28:14.673 -0700,OWNERSHIP,SCHEMA,PROD_UPLAND_BRONZE_DB.MICROSOFT_GRAPH_API,ROLE,SYSADMIN,true,SYSADMIN
2024-10-09 09:26:47.589 -0700,CREATE FILE FORMAT,SCHEMA,PROD_UPLAND_BRONZE_DB.NETWORK_ADJUSTERS,ROLE,SYSADMIN,false,UPLAND_INGEST
2024-10-09 09:26:51.775 -0700,CREATE PROCEDURE,SCHEMA,PROD_UPLAND_BRONZE_DB.NETWORK_ADJUSTERS,ROLE,SYSADMIN,false,UPLAND_INGEST
2024-10-09 09:26:46.281 -0700,CREATE STAGE,SCHEMA,PROD_UPLAND_BRONZE_DB.NETWORK_ADJUSTERS,ROLE,SYSADMIN,false,UPLAND_INGEST
